full_title,society_name,rent,area_sqft,furnishing,apartment_type,preferred_tenants,link
2 BHK Flat for Rent  In Sector 1,,16000,1200,Fully Furnished,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-noida-for-rs-16000/8aa996319bb13a99019bb1458e3002ab/detail
"1 RK Apartment In Vihaan Garden City, Sector 1, Noida for Rent  In Sector 1, Noida","Vihaan Garden City, Sector 1, Noida",7500,135,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-sector-1-noida-noida-for-rs-7500/8aa9ae779c3fd117019c404b4e7d06c6/detail
3 BHK Flat In Supertech Eco Village 2 for Rent  In Bhangel,,10000,1464,,3 BHK,"Company, Bachelor",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bhangel-greater_noida-for-rs-10000/8aa99a249af8e899019af8f06cdc02c0/detail
1 RK Flat In Sb for Rent  In Ansal Golf Link -1,,10000,200,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-ansal-golf-link--1-greater_noida-for-rs-10000/8a9f898495a8f3900195a94159f51c85/detail
2 BHK Flat In Sb for Rent  In Beta Ii,,15000,630,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-beta-ii-greater_noida-for-rs-15000/8a9f8a038e5fd35f018e5fe579ed08b1/detail
3 BHK Flat In Jkg Palm Court for Rent  In Gaur City 2,,25000,1395,Fully Furnished,3 BHK,"Family, Male, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-25000/8a9f8c8390d865670190d8ca3f491bd3/detail
2 BHK Apartment In Nimbus Express Park View for Rent  In Iitl Nimbus Express Park View 2,Nimbus Express Park view,5800,850,Fully Furnished,2 BHK,"Family, Male, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-iitl-nimbus-express-park-view-2-greater_noida-for-rs-5800/8aa98b4c9af7c39b019af7f6862f1512/detail
"3 BHK Apartment In Panchsheel Greens, Sector 16 B for Rent  In Sector 16 B","Panchsheel Greens, Sector 16 B",25000,1350,Fully Furnished,3 BHK,"Family, Male",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-b-noida-for-rs-25000/8aa999429c14944b019c1525403629a7/detail
"2 BHK Apartment In Avj Platinum, Gn Sector Zeta I for Rent  In Gn Sector Zeta I","AVJ Platinum, GN Sector Zeta I",30000,1050,Fully Furnished,2 BHK,"Family, Male, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gn-sector-zeta-i-greater_noida-for-rs-30000/8aa988a59c028df9019c033ecd103af0/detail
"3 BHK Apartment In Amrapali Terrace Homes for Rent  In Plot No. Gh 05, Sector Tech Zone 4, Amrapali Dream Valley, Greater Noida, Uttar Pradesh 201318, India",Amrapali Terrace Homes,20000,990,Fully Furnished,3 BHK,"Family, Male",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-plot-no--gh-05-sector-tech-zone-4-amrapali-dream-valley-greater-noida-uttar-pradesh-201318-india-greater_noida-for-rs-20000/8a9fa983963d6a0801963d981a0f11d7/detail
1 RK Flat In Stand Alone Building for Rent  In Sector Beta I,,7000,200,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-sector-beta-i-greater_noida-for-rs-7000/8aa997f09c2cd3c9019c2cfa78ce1054/detail
1 RK Flat In Choudhary Itwari Singh Market for Rent  In  Kulesara,,6000,200,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in--kulesara-greater_noida-for-rs-6000/8a9fbc8282293999018229cd41f9766d/detail
2 BHK Apartment In  Himalaya Pride for Rent  In Noida Extension,Himalaya Pride,22000,1000,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension--noida-for-rs-22000/8aa9b07a9c405a7b019c40f4f32c3399/detail
1 BHK Flat In Apartment  for Rent  In Surajpur,,8000,400,,1 BHK,Bachelor,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-8000/8aa9b3319bcafafb019bcb26c14112eb/detail
1 RK Apartment In Tenth Avenue for Rent  In Gaur City 2,tenth Avenue,7000,120,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-gaur-city-2-greater_noida-for-rs-7000/8a9fa48794a2be6b0194a2d35afa06b6/detail
1 RK Flat In Standlone Building for Rent  In Surajpur,,3500,120,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-3500/8aa993a79c21745a019c227eff47710a/detail
1 RK Apartment In Gnida Flats for Rent  In Omicron 1a,GNIDA Flats,7000,80,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-omicron-1a-greater_noida-for-rs-7000/8a9f919376412b96017641658d1d2045/detail
1 RK Flat In Diksit Home for Rent  In Surajpur,,4500,155,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-4500/8a9f8f0392c20f6d0192c265c4961f1a/detail
2 BHK Flat for Rent  In Gamma 1,,12000,800,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gamma-1-greater_noida-for-rs-12000/8a9fba8695c2b2c60195c2fe4aea20e8/detail
1 RK Flat for Rent  In Kasna,,4500,156,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kasna-greater_noida-for-rs-4500/8aa9916b9af28455019af2a65db70fd3/detail
2 BHK Apartment In Migsun Vilaasa for Rent  In Eta Ii,Migsun Vilaasa,32000,1925,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-32000/8aa984bd9b2a42df019b2a995480128d/detail
1 RK Flat for Rent  In Devla,,4500,156,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-devla-greater_noida-for-rs-4500/8a9fae909821f4ed0198224f73712d66/detail
1 BHK Flat for Rent  In Surajpur,,6000,500,,1 BHK,Bachelor,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-6000/8aa9aed59bedf496019bee94ed7339be/detail
2 BHK Flat In The Hemisphere for Rent  In Delta I,,23000,1200,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-delta-i-greater_noida-for-rs-23000/8a9fa28595561f490195566099961e97/detail
2 BHK Flat In Supertech Eco Village for Rent  In Bhangel,,26000,890,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bhangel-noida-for-rs-26000/8a9f8d8599b3335a0199b366905c1d52/detail
1 RK Flat In Apartment for Rent  In Surajpur,,4500,200,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-4500/8aa999b09ba1c7ea019ba29fead75aa0/detail
1 RK Flat In Sd for Rent  In Delta I,,10000,200,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-delta-i-greater_noida-for-rs-10000/8aa9a9a29bc4c18e019bc4e7706705d6/detail
1 RK Flat In Standalone Building  for Rent  In Surajpur,,3000,100,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-3000/8a9fa78596fc68cb0196fca9af46197a/detail
1 RK Flat for Rent  In Habibpur,,5000,220,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-habibpur-greater_noida-for-rs-5000/8aa9997a9bac14bd019bacbd7e5f5619/detail
1 BHK Flat In Standalone  Building for Rent  In Surajpur,,5000,1068,,1 BHK,Bachelor,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5000/8a9f92039068d12a01906935bde2285e/detail
2 BHK Flat In Super Tech for Rent  In Greater Noida West,,11500,500,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-greater-noida-west-greater_noida-for-rs-11500/8aa9955e9c65b0b3019c66721f9455b3/detail
1 RK Apartment In  Bsf Housing Society  for Rent  In Pi,BSF housing society,4000,144,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-pi-greater_noida-for-rs-4000/8a9fd3e0832ca50001832cc2233b1296/detail
2 BHK Apartment In Supertech Up Country Grand Circuit for Rent  In Sector 17,Supertech Up Country Grand Circuit,17000,900,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-17-noida-for-rs-17000/8aa9b7b89b34fd33019b3581591b359d/detail
2 BHK Flat In Panchsheel Greens for Rent  In Bhangel,,20000,700,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bhangel-greater_noida-for-rs-20000/8a9f8b85989e036a01989e5367f81dbf/detail
3 BHK Flat In Rudra Kbnows Green for Rent  In Sector-16,,16500,1500,,3 BHK,Bachelor,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-noida-for-rs-16500/8a9fb9827bda1afc017bdab1a9c43b4e/detail
1 BHK Flat for Rent  In Brahmpur,,16000,500,,1 BHK,Bachelor,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-brahmpur-greater_noida-for-rs-16000/8a9fa28395c163120195c1cd133e3722/detail
2 BHK Flat In Panchsheel  Greens for Rent  In Bhangel,,12500,1000,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bhangel-noida-for-rs-12500/8a9fb3839a074c59019a077a505007e1/detail
1 RK Apartment In Sarvottam Nx One for Rent  In  Tech Zone 4,Sarvottam NX One,20000,600,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in--tech-zone-4-greater_noida-for-rs-20000/8a9fa183954af0ca01954b10709d08f8/detail
1 BHK Flat In Standlone Building for Rent  In  Gamma 1,,18000,400,,1 BHK,Bachelor,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in--gamma-1-greater_noida-for-rs-18000/8aa9b3729c2174c3019c223e2f174bce/detail
"2 BHK Flat In Gaur City 7th Avenue for Rent  In Sector 4, Greater Noida",,24000,1075,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-greater-noida-greater_noida-for-rs-24000/8a9f82c29c1d9fb4019c1df456ea13a4/detail
1 BHK Flat In Standalone Building  for Rent  In Gamma 1,,7000,400,,1 BHK,Bachelor,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-gamma-1-greater_noida-for-rs-7000/8a9fc7438fc32a93018fc331e2790124/detail
2 BHK Flat In Cherry County for Rent  In Tech Zone 4,,20000,1000,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-4-greater_noida-for-rs-20000/8aa996329be8ce61019be98329aa3dcb/detail
2 BHK Flat for Rent  In Beta I,,22000,1200,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-beta-i-greater_noida-for-rs-22000/8a9fa98897a5f2ef0197a626b7b40d19/detail
2 BHK Flat In Standalone Building  for Rent  In Omega-i,,22000,1260,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omega-i-greater_noida-for-rs-22000/8a9f820476566c1c017656fb5fdf2ec4/detail
2 BHK Flat for Rent  In Delta Ii,,22000,1780,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-delta-ii-greater_noida-for-rs-22000/8a9fb88394105ebd01941076e84002bf/detail
2 BHK Apartment In The Romano (phase-ii) for Rent  In Sector 118,THE ROMANO &#40;PHASE-II&#41;,26000,1360,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-118-noida-for-rs-26000/8a9f91c29bab02cc019bab199d050195/detail
1 RK Flat In Standalong Building for Rent  In Sector 4,,12000,300,,1 RK,Bachelor,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-sector-4-greater_noida-for-rs-12000/8aa9992a9bb13af8019bb1d8187d4032/detail
2 BHK Flat In Supertech Eco Village-1 for Rent  In  Bisrakh Jalalpur,,18000,800,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--bisrakh-jalalpur-greater_noida-for-rs-18000/8a9fa782829b2a6301829b8199f03f3e/detail
2 BHK Flat In Standalone Building  for Rent  In Delta I,,20000,400,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-delta-i-greater_noida-for-rs-20000/8a9f8b038fbe7234018fbea4d6711896/detail
1 BHK Flat In Nimbus Express Park View 2 for Rent  In Chi V,,9000,1150,,1 BHK,Bachelor,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-chi-v-greater_noida-for-rs-9000/8a9f82e29b8db4c5019b8e8056743259/detail
2 BHK Flat In Apartment for Rent  In Rajraula Urf Nawada,,17000,1200,,2 BHK,Bachelor,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rajraula-urf-nawada-greater_noida-for-rs-17000/8a9f88318fb94a63018fb95940a6053e/detail
2 BHK Flat In Ace Divino for Rent  In Ace Divino Noida,,34000,1245,Fully Furnished,2 BHK,"Family, Female, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ace-divino-noida-greater_noida-for-rs-34000/8a9f858399dc624f0199dc8a83501105/detail
2 BHK Flat In Senior Citizen Home Complex for Rent  In Pocket 4,,20000,1010,Fully Furnished,2 BHK,"Family, Female",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-pocket-4-greater_noida-for-rs-20000/8aa9bdcb9a71c500019a721a1c6f2940/detail
"2 BHK Apartment In Panchsheel Greens, Sector 16b for Rent  In Sector 16b","Panchsheel Greens, Sector 16B",25000,1105,Fully Furnished,2 BHK,"Family, Female, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-25000/8a9faada94301fe901943085177d2fa2/detail
"2 BHK Flat In Gaur City 2, 14th Avenue  for Rent  In Gaur City 2 12th Avenue",,26500,1040,Fully Furnished,2 BHK,"Family, Female, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-city-2-12th-avenue-greater_noida-for-rs-26500/8a9ff682852556d0018525683ea90997/detail
3 BHK Flat In Ats Happy Trails Sector 10 for Rent  In Sector 10,,38000,1385,Fully Furnished,3 BHK,"Family, Female, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-38000/8aa9a7f49b86f56b019b879497b83be1/detail
1 BHK Apartment In Stellar Mi Citihomes for Rent  In Omicron Iii,Stellar Mi Citihomes,17500,529,Fully Furnished,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-17500/8a9f8803931ae50d01931b184b361204/detail
1 BHK Flat In Mu2 for Rent  In Sector Mu 2,,4500,300,,1 BHK,"Family, Male",https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-mu-2-greater_noida-for-rs-4500/8a9fe98389f31c3a0189f3edaf72263a/detail
"2 BHK Apartment In Habitech Panchtatva, Noida Extension for Rent  In Noida Extension","Habitech Panchtatva, Noida Extension",25000,1195,Fully Furnished,2 BHK,"Family, Bachelor",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-noida-for-rs-25000/8aa9a04f9c3b33e8019c3c09eb2a568a/detail
2 BHK Apartment In Gaur Atulyam for Rent  In Gaur Atulyam,gaur atulyam,26000,955,Fully Furnished,2 BHK,"Family, Bachelor",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-atulyam-greater_noida-for-rs-26000/8aa9b63e9c360d86019c36b8b45e3946/detail
2 BHK Flat In Arihant Ambar  for Rent  In Bisrakh Road,,35000,1440,Fully Furnished,2 BHK,"Family, Bachelor",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bisrakh-road-noida-for-rs-35000/8a9fa28797336162019733b90d250961/detail
3 BHK Flat In Twin Chalet 1 for Rent  In Jalpura,,22000,2300,Fully Furnished,3 BHK,"Family, Bachelor",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jalpura-greater_noida-for-rs-22000/8aa98e979b82e1a4019b83af52996511/detail
3 BHK Flat In Nbcc Golf Homes for Rent  In  Sector 4,,19900,1115,,3 BHK,"Family, Male",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--sector-4-greater_noida-for-rs-19900/8a9fb28594bac48f0194bb00da771763/detail
2 BHK Apartment In Imperia Prideville for Rent  In Yamuna Expressway Industrial Development Authority,IMPERIA PRIDEVILLE,16000,1050,,2 BHK,"Family, Male",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yamuna-expressway-industrial-development-authority-greater_noida-for-rs-16000/8a9f938b972752d9019727bae9af10fd/detail
"3 BHK Apartment In Panchsheel Greens 2, Sector 16b for Rent  In Sector 16b","Panchsheel Greens 2, Sector 16B",26000,1480,,3 BHK,"Family, Male, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-26000/8aa9b5269bb02829019bb0aea93f268f/detail
2 BHK Apartment In Migsun Vilaasa Walk for Rent  In Gn Sector Eta Ii,Migsun Vilaasa Walk,24000,860,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gn-sector-eta-ii-greater_noida-for-rs-24000/8a9f8b438d0ae606018d0af0233400bf/detail
2 BHK Flat In Amarpali Golf Home for Rent  In Amrapali Leisure Valley,,20000,835,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-amrapali-leisure-valley-greater_noida-for-rs-20000/8aa999a79ba6ee54019ba7f2db7005ec/detail
3 BHK Apartment In Panchsheel Greens 2 for Rent  In Sector 16b,Panchsheel Greens 2,20000,1510,,3 BHK,"Family, Female",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b--greater_noida-for-rs-20000/8a9f8ec38e3db8aa018e3e1066af250a/detail
2 BHK Flat In Amrapali Riverview for Rent  In Amrapali River View,,15500,845,,2 BHK,"Family, Female",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-amrapali-river-view-greater_noida-for-rs-15500/8a9fbb84968bf8eb01968c30e8f11337/detail
4+ BHK Apartment In Earthcon Royal Green for Rent  In Royal Green Apartment,Earthcon Royal Green,70000,3300,,4+ BHK,"Family, Female, Company",https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-royal-green-apartment-greater_noida-for-rs-70000/8a9fb88499b5c2530199b5d4893f0139/detail
3 BHK Flat In 1st Avenue for Rent  In Noida,,23000,1360,,3 BHK,"Family, Female, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-noida-for-rs-23000/8a9f91e29b9668f4019b9752025830c5/detail
2 BHK Apartment In Dream Valley Enchante for Rent  In Dream Valley Enchante,Dream Valley Enchante,20000,850,,2 BHK,"Family, Female",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-dream-valley-enchante-greater_noida-for-rs-20000/8a9f8485977725900197776544211960/detail
3 BHK Flat In Panchsheel Greens 2 for Rent  In Panchsheel Greens 2,,33500,1510,,3 BHK,"Family, Female",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-panchsheel-greens-2-greater_noida-for-rs-33500/8aa9a3019c5b63b1019c5baa080c1b28/detail
"3 BHK Apartment In Amrapali Smart City, Sector 2 for Rent  In Sector 2","Amrapali Smart City, Sector 2",22500,1425,,3 BHK,"Family, Female, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-2-greater_noida-for-rs-22500/8aa9b1a89c5a87e3019c5ab5e2a412b8/detail
2 BHK Flat for Rent  In Sector Alpha Ii,,17000,650,,2 BHK,"Family, Female, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-alpha-ii-greater_noida-for-rs-17000/8aa9b22a9adddf4c019ade18d8f217c7/detail
"1 BHK Flat In Sector Xu3 , Greater Noida for Rent  In Xu Iii, Raipur Village",,8000,390,,1 BHK,"Family, Female",https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-xu-iii-raipur-village-greater_noida-for-rs-8000/8aa9b3f19c56deff019c57295323192a/detail
"2 BHK Apartment In Amprapali Leisure Park for Rent  In F1 Amrapali Leisure Park, Noida Extension",Amprapali Leisure park,18000,845,,2 BHK,"Family, Female",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-f1-amrapali-leisure-park-noida-extension-noida-for-rs-18000/8a9f8b038cf64c7c018cf74014867ddf/detail
3 BHK Flat In Golf Homes & Kingswood for Rent  In Noida,,22000,1425,,3 BHK,"Family, Female",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-noida-for-rs-22000/8aa9866c9c1200fa019c120786c5008f/detail
3 BHK Flat In Apex Golf Avenue for Rent  In Apex Golf Avenue,,31000,1728,,3 BHK,"Family, Female",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-apex-golf-avenue-greater_noida-for-rs-31000/8aa9b4b29afcc575019afcf58a051793/detail
3 BHK Apartment In Himalaya Pride for Rent  In Tech Zone Iv,Himalaya Pride,25000,1150,,3 BHK,"Family, Female",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-25000/8a9faa89988d37be01988d508f2308a5/detail
3 BHK Apartment In Aig Park Avenue for Rent  In Dada Dadi Park,aig park avenue,25000,1579,,3 BHK,"Family, Female, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-dada-dadi-park-greater_noida-for-rs-25000/8aa9b3cd9bf31aeb019bf430440b7c92/detail
2 BHK Apartment In Ats Allure Yamuna Expressway for Rent  In Sector 22d,ATS Allure Yamuna Expressway,18000,1150,,2 BHK,"Family, Female",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-18000/8a9fb8908778234f0187786ffc4c0b44/detail
2 BHK Apartment In Centurian Park O2 Valley for Rent  In Techzone 4,Centurian Park O2 valley,18000,990,,2 BHK,"Family, Female, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-techzone-4-greater_noida-for-rs-18000/8aa9b3399bb66139019bb70dfc17453c/detail
