full_title,society_name,rent,area_sqft,apartment_type,preferred_tenants,link,Locality
"2 BHK Apartment In Amrapali Terrace Homes, Noida Extension, Greater Noida for Rent  In Amrapali Dream Valley","Amrapali Terrace Homes, Noida Extension, Greater Noida",22000,990,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-amrapali-dream-valley-greater_noida-for-rs-22000/8a9fb78499b32fea0199b33aba0204d1/detail,Noida Extension
"1 BHK Apartment In Avj Heights for Rent  In Zeta I,",AVJ Heights,12500,600,1,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-zeta-i--greater_noida-for-rs-12500/8a9fad8283ef0e280183ef605ff4346f/detail,Zeta I
3 BHK Apartment In Himalaya Pride for Rent  In Tech Zone Iv,Himalaya Pride,35000,1453,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-35000/8a9f8cec724f6e2d01724f8205740757/detail,Tech Zone Iv
2 BHK Apartment In Galaxy North Avenue I for Rent  In Sector 4,Galaxy North Avenue i,18000,905,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-noida-for-rs-18000/8a9fab838c2d7ba8018c2dc586ef1413/detail,Sector 4
2 BHK Apartment In Migsun Ultimo Sun 4 for Rent  In Omicron 3,Migsun Ultimo Sun 4,25000,1395,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-3-greater_noida-for-rs-25000/8a9f8a0393c4d6d80193c537c57c245c/detail,Omicron
2 BHK Apartment In Galaxy Royal for Rent  In Gaur City 2,Galaxy Royal,30000,1120,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-30000/8a9f8c8392c9c8a00192c9d6eb060109/detail,Gaur City 2
3 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,21000,1115,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4--noida-for-rs-21000/8a9fb985999606ee01999633ca3c09e6/detail,Sector 4
"4 BHK Apartment In Migsun Vilaasa for Rent  In Eta Ii, Greater Noida",Migsun Vilaasa,30000,1925,4,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-eta-ii-greater-noida-greater_noida-for-rs-30000/8a9fae85960acbb501960ad90460046b/detail,Eta Ii
3 BHK Apartment In Presidency Infraheights Pvt. Ltd. for Rent  In Sector 25,Presidency Infraheights Pvt. Ltd.,18000,1450,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-25-greater_noida-for-rs-18000/8a9f87b398120b2b01981220094009d3/detail,Sector 25
3 BHK Apartment In Mahalaxmi Green Mansion for Rent  In Zeta I,Mahalaxmi Green Mansion,18000,1297,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-zeta-i-greater_noida-for-rs-18000/8a9f9303935cfbf901935d2af3861a39/detail,Zeta I
3 BHK Apartment In Palm Olympia for Rent  In Sector 16c,Palm Olympia,24000,1464,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16c-noida-for-rs-24000/8aa9b6d49bc9e805019bca8889703621/detail,Sector 16c
1 BHK Apartment In 73 Avenue for Rent  In Sector 73,73 AVENUE,11000,500,1,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-73-noida-for-rs-11000/8a9fa79a987dc9fb01987dceb7b4009d/detail,Sector 73
2 BHK Apartment In 12th Avenue for Rent  In Gaur City 2,12th Avenue,25000,1225,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-25000/8a9f8843938778a7019387b7147c1a29/detail,Gaur City 2
2 BHK Apartment In Mu1 for Rent  In Sector Mu 1,MU1,12500,850,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-mu-1-greater_noida-for-rs-12500/8a9fad8897824ea30197828c0a6b172e/detail,Mu
3 BHK Apartment In Amrapali Centurian Park Phase Ii for Rent  In Tech Zone Iv,Amrapali Centurian Park Phase Ii,22000,1185,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-22000/8a9f858393493e3501934982d2671c6f/detail,Tech Zone Iv
3 BHK Apartment In Paramount Golf Foreste for Rent  In Sector Zeta,Paramount Golf Foreste,18000,1555,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-zeta-noida-for-rs-18000/8a9f862071ac27c50171afb114f24275/detail,Zeta
4 BHK Apartment In  6th Avenue for Rent  In Gaur City 1,6th avenue,35000,1470,4,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-gaur-city-1-greater_noida-for-rs-35000/8a9fae82809d54dc01809d67e3be0bb4/detail,Gaur City 1
3 BHK Apartment In Sanskriti Apartment  for Rent  In Sector 1,Sanskriti Apartment,17000,1064,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-17000/8a9fb9827a3cdb37017a3d099f3217b1/detail,Sector 1
3 BHK Apartment In Sixth Avenue for Rent  In 3 Bhk Flat  For Rent  In Sixth Avenue In Gaur City 1 Noida Extension,Sixth Avenue,28000,1600,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-3-bhk-flat--for-rent--in-sixth-avenue-in-gaur-city-1-noida-extension-greater_noida-for-rs-28000/8a9f96827801db4b01780205b94a1341/detail,Gaur City 1
3 BHK Apartment In Bella Vista  for Rent  In Sector 1,bella vista,17000,1500,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1--greater_noida-for-rs-17000/8aa9b99d9bab01cd019babf3581c6e3b/detail,Sector 1
3 BHK Apartment In Panchsheel Greens for Rent  In Sector 16b,Panchsheel Greens,28000,1300,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-28000/8a9fcb1382293851018229bacd2a65b5/detail,Sector 16b
2 BHK Apartment In Unitech Verve for Rent  In Sector Pi-1,Unitech Verve,18000,1592,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-pi-1-greater_noida-for-rs-18000/8a9fc08282d3de0c0182d44015924251/detail,Pi
3 BHK Apartment In Srpl Flora Heritage for Rent  In Sector 1,SRPL Flora Heritage,20000,1300,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-20000/8a9f8585975d71c901975d8a60e1089d/detail,Sector 1
3 BHK Apartment In Park Avenue for Rent  In Gaur City,Park Avenue,28000,1840,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-noida-for-rs-28000/8a9f88839a8c566c019a8c73d6980735/detail,Gaur City
2 BHK Apartment In Sector 22d Yamuna Expressway Authority Flats for Rent  In Ballukhera,Sector 22D Yamuna Expressway Authority Flats,15000,1065,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ballukhera-greater_noida-for-rs-15000/8a9f888499d35f320199d3a0935d18c0/detail,Sector 22d
2 BHK Apartment In Ajnara Homes for Rent  In Sector 121,Ajnara Homes,24000,966,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-121-noida-for-rs-24000/8a9f82029b93d729019b946ae0321add/detail,Sector 121
3 BHK Apartment In Migsun Vilaasa for Rent  In Eta Ii,Migsun Vilaasa,35000,995,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-35000/8a9fad8393e807d30193e866c09925f3/detail,Eta Ii
"2 BHK Apartment In Earthcon Sanskriti Apartments for Rent  In Earthcon Sanskriti Apartments, Plot No. 10, Sector 1, Bisrakh Jalalpur, Greater Noida, Uttar Pradesh 201301, India",Earthcon Sanskriti Apartments,16000,870,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-earthcon-sanskriti-apartments-plot-no--10-sector-1-bisrakh-jalalpur-greater-noida-uttar-pradesh-201301-india-noida-for-rs-16000/8a9f8bb07077496001707ba277e316c3/detail,Sector 1
"3 BHK Apartment In Amrapali Golf Homes,  for Rent  In  Sector 4","Amrapali golf homes,",25000,1425,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--sector-4-noida-for-rs-25000/8a9f8b038d400a9f018d401e33c50cf1/detail,Sector 4
2 BHK Apartment In Authority Villa Sector 3 for Rent  In Patwari,AUTHORITY VILLA SECTOR 3,11000,900,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-patwari-noida-for-rs-11000/8a9f8d839a6dddda019a6de4fea10029/detail,Sector 3
2 BHK Apartment In Amrapali Tropical Garden for Rent  In Tech Zone Iv,Amrapali Tropical Garden,18000,670,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-18000/8aa9b5cb9b7ca8a2019b7d12a0451ab4/detail,Tech Zone Iv
4 BHK Apartment In Celestial Palace for Rent  In Pi I & Ii,Celestial Palace,25000,1600,4,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-pi-i-%26-ii-greater_noida-for-rs-25000/8a9f848697403f7801974097284a1c57/detail,Pi I
"3 BHK Apartment In Migsun Vilaasa, Eta Ii, Greater Noida for Rent  In Eta Ii, Greater Noida","Migsun Vilaasa, Eta II, Greater Noida",40000,1925,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater-noida-greater_noida-for-rs-40000/8a9fc74392580f330192586b843110ae/detail,Eta Ii
"3 BHK Apartment In Ats Allure for Rent  In  Yamuna Expressway, Greater Noida",Ats Allure,16000,1350,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--yamuna-expressway-greater-noida-greater_noida-for-rs-16000/8a9f8a038fc7e27f018fc80345fd0fef/detail,Greater Noida
3 BHK Apartment In Ratan Pearls for Rent  In Ratan Pearls Noida Extension,Ratan Pearls,28000,1386,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-ratan-pearls-noida-extension-greater_noida-for-rs-28000/8a9f92038ea3342e018ea36c042c2316/detail,Noida Extension
"1 BHK Apartment In Avj Heights for Rent  In Zeta I,",AVJ Heights,11000,600,1,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-zeta-i--greater_noida-for-rs-11000/8a9fba84956aed1301956b11bf9203bc/detail,Zeta I
3 BHK Apartment In Trident Embassy Reso for Rent  In Sector 1,Trident Embassy Reso,28000,1272,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-28000/8aa9b7309c5fae6f019c5fcaf5e40a24/detail,Sector 1
3 BHK Apartment In Supertech Eco Village 1 for Rent  In Sector 1,Supertech eco village 1,20000,1370,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-20000/8aa9b2399c5b63b4019c5c7ef8a87416/detail,Sector 1
3 BHK Apartment In Victory One Central for Rent  In Sector 12,Victory One Central,18000,1400,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-12--noida-for-rs-18000/8a9fbd827f685bc3017f68a53ed42be6/detail,Sector 12
3 BHK Apartment In Purvanchal for Rent  In Chi V,purvanchal,37000,825,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-chi-v-greater_noida-for-rs-37000/8a9f9983909cbe9c01909cfe6423144c/detail,Chi V
2 BHK Apartment In Supertech Eco Village-1 for Rent  In Sector 1,Supertech Eco village-1,20200,900,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-noida-for-rs-20200/8aa9a9df9b34fd54019b351ed4150b35/detail,Sector 1
2 BHK Apartment In Ansal Sushant Serene Residency  for Rent  In Eta Ii,Ansal Sushant Serene Residency,18000,1189,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-eta-ii--greater_noida-for-rs-18000/8a9fa085944451b5019444b3e09d274d/detail,Eta Ii
"2 BHK Apartment In Stellar Jeevan, Sector 1 for Rent  In Stellar Jeevan","Stellar Jeevan, Sector 1",25000,1192,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-stellar-jeevan-noida-for-rs-25000/8aa9a9079b2fd740019b310f5f1c0174/detail,Sector 1
2 BHK Apartment In Jm Florence for Rent  In Tech Zone Iv,Jm Florence,9000,1060,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-9000/ff8081816e92b53f016e933b62696b76/detail,Tech Zone Iv
2 BHK Apartment In Today Homes Kings Park for Rent  In Omega I,Today Homes Kings Park,20000,1100,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omega-i-greater_noida-for-rs-20000/8a9f138287dfc8bc0187e067afdd6419/detail,Omega I
1 RK Apartment In Urbainia Trinity Nx (phase Ii) for Rent  In Noida Extension,Urbainia Trinity NX &#40;phase II&#41;,25000,500,1,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-25000/8aa99586991cfa2501991d0a1feb037b/detail,Noida Extension
2 BHK Apartment In Vihaan Greens for Rent  In Sector 1,Vihaan Greens,14000,1075,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-14000/8a9faf8597d3e0600197d44f469c30b7/detail,Sector 1
4 BHK Apartment In Mahagun Mantra Ii for Rent  In Sector 10,Mahagun Mantra Ii,50000,2600,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-50000/8a9f8f4592e6240c0192e661a32a108c/detail,Sector 10
2 BHK Apartment In Gaur City 7th Avenue for Rent  In 7th Avenue,Gaur City 7Th Avenue,22500,1075,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-7th-avenue-noida-for-rs-22500/8a9f879f980977cc01980993ba1d0805/detail,Gaur City 7
3 BHK Apartment In Alstonia Apartments for Rent  In Sector Pi-1,Alstonia Apartments,18000,1725,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-pi-1-greater_noida-for-rs-18000/8a9f8f849a3e413f019a3e84af592198/detail,Pi
3 BHK Apartment In Sigma Apartments for Rent  In Beta I,Sigma Apartments,32000,1450,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-beta-i-greater_noida-for-rs-32000/8aa9baaf9bd56473019bd68a1df404f1/detail,Beta I
2 BHK Apartment In Migsun Twinz for Rent  In Eta Ii,migsun twinz,16000,1060,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-16000/8a9f934391a1ab2e0191a1dfb5c1162a/detail,Eta Ii
2 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,16000,835,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4--greater_noida-for-rs-16000/8a9f8c849619e63901961a27fd561afb/detail,Sector 4
3 BHK Apartment In Ats Rhapsody for Rent  In Sector 1,ATS Rhapsody,36000,2400,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-36000/8aa9a34f9bd95b0e019bda4c69d66106/detail,Sector 1
"3 BHK Apartment In Migsun Ultimo, Omicron 3, Greater Noida for Rent  In Omicron 3, Greater Noida","Migsun Ultimo, Omicron 3, Greater Noida",24000,1389,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-3-greater-noida-greater_noida-for-rs-24000/8a9f8a038f4346ad018f43836027215c/detail,Omicron
"3 BHK Apartment In Khushboo Apartments for Rent  In Pi I & Ii, Pi I & Ii",Khushboo Apartments,20000,1700,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-pi-i-%26-ii-pi-i-%26-ii-greater_noida-for-rs-20000/8a9fb2827a13a57a017a13acd2b402d4/detail,Pi I
4 BHK Apartment In Ace Platinim for Rent  In  Zeta I,ace platinim,28000,1700,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in--zeta-i-greater_noida-for-rs-28000/8a9f92827a434968017a43627abf0bc5/detail,Zeta I
3 BHK Apartment In Alstonia Apartments for Rent  In Sector Pi-1,Alstonia Apartments,27000,1725,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-pi-1-greater_noida-for-rs-27000/8a9f8c83935c202201935c7675371a9e/detail,Pi
"2 BHK Apartment In Dev Sai - Sportshome for Rent  In  Noida Extension,",Dev Sai - Sportshome,25000,1246,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--noida-extension--greater_noida-for-rs-25000/8aa9b9ed9bb6615c019bb6bb41fe242f/detail,Noida Extension
2 BHK Apartment In Mahagun Mantra Ii for Rent  In Sector 10,Mahagun Mantra Ii,16000,850,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-16000/8aa9b33c9b8c1bbd019b8d0bfefd5f27/detail,Sector 10
2 BHK Apartment In Mahagun Mantra Ii for Rent  In Sector 10,Mahagun Mantra Ii,15500,1150,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-15500/8aa9bbca9b914211019b91a62d471a32/detail,Sector 10
3 BHK Apartment In Ace Platinum for Rent  In Zeta I,Ace Platinum,25000,1450,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-zeta-i-greater_noida-for-rs-25000/8a9f95827a148ba8017a14ece96d2f6c/detail,Zeta I
3 BHK Apartment In Shri Radha Aqua Garden for Rent  In Sector 16b,Shri Radha Aqua Garden,30000,1500,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-30000/8a9f848698cc61810198ccbfba34246b/detail,Sector 16b
3 BHK Apartment In Sam Palm Olympia for Rent  In Sector 16c,Sam Palm Olympia,27500,1457,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16c-noida-for-rs-27500/8a9fac92986a802c01986ae1b3a22833/detail,Sector 16c
"2 BHK Apartment In Omkar Royal Nest, Tech Zone Iv for Rent  In Tech Zone Iv","Omkar Royal Nest, Tech Zone IV",2100,985,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-2100/8aa9955e9c65b0b3019c66c3c79f7820/detail,Tech Zone Iv
"2 BHK Apartment In Earthcon Casa Grande  for Rent  In Chi 5, Greater Noida",Earthcon Casa Grande,22000,1060,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chi-5-greater-noida-greater_noida-for-rs-22000/8a9f8b8a98482b7101984844b8f501f6/detail,Chi
2 BHK Apartment In Stellar Mi Citihomes for Rent  In Omicron Iii,Stellar Mi Citihomes,23000,1110,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-23000/8a9f8a8997c691c70197c6eb27a616eb/detail,Omicron Iii
"2 BHK Apartment In Amrapali Golf Homes for Rent  In  Noida Extension, Greater Noida",Amrapali Golf Homes,20000,945,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--noida-extension-greater-noida-greater_noida-for-rs-20000/8a9fa783950947fc0195096273440970/detail,Noida Extension
3 BHK Apartment In Aims Green Avenue for Rent  In Sector 4,Aims Green Avenue,21000,1400,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-noida-for-rs-21000/8aa9b9159b3f4a01019b40a15e6d0b98/detail,Sector 4
3 BHK Apartment In Ats Allure for Rent  In Sector 22d,Ats Allure,15000,1350,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-15000/8a9fd582861be1cc01861c62ac6063a4/detail,Sector 22d
3 BHK Apartment In Gaur Saundaryam for Rent  In Tech Zone Iv,Gaur Saundaryam,35000,1650,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-35000/8a9f92d776238eee0176239f721b04b8/detail,Tech Zone Iv
"3 BHK Apartment In Dev Sai - Sportshome for Rent  In  Noida Extension, Greater Noida",Dev Sai - Sportshome,35000,1365,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--noida-extension-greater-noida-greater_noida-for-rs-35000/8a9f82a29c0a4868019c0cd2ed6d2268/detail,Noida Extension
"3 BHK Apartment In Nirala Aspire Gold for Rent  In Nirala Aspire, Gh-03, Sector 16, Panchsheel Greens 2, Greater Noida, Ithaira, Uttar Pradesh 201318, India",Nirala Aspire Gold,22000,1365,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-nirala-aspire-gh-03-sector-16-panchsheel-greens-2-greater-noida-ithaira-uttar-pradesh-201318-india-greater_noida-for-rs-22000/8aa9aef39af6ca1b019af6fe1ba009dd/detail,Sector 16
"3 BHK Apartment In Paramount Golf Foreste for Rent  In Surajpur,",Paramount Golf Foreste,22000,1450,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur--greater_noida-for-rs-22000/8a9f8a37717f7f3d0171824ac60a4833/detail,Surajpur
"2 BHK Apartment In Earthcon Casa Grande 1 for Rent  In Cgj4+5m6, Chi V, Greater Noida, Uttar Pradesh 201312, India",Earthcon Casa Grande 1,22000,1025,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-cgj4%2b5m6-chi-v-greater-noida-uttar-pradesh-201312-india-greater_noida-for-rs-22000/8a9f8b86988e193801988e23389503e5/detail,Chi V
3 BHK Apartment In Today Homes King's  for Rent  In Omega Iv,Today homes King&#39;s,20000,1500,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omega-iv-greater_noida-for-rs-20000/8a9fc1837df58f73017df5afc49a113a/detail,Omega Iv
"3 BHK Apartment In Amrapali Golf Homes,  Noida Extension, Greater Noida for Rent  In  Noida Extension,","Amrapali Golf Homes,  Noida Extension, Greater Noida",24000,1425,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--noida-extension--greater_noida-for-rs-24000/8a9f87438e66b13a018e671c005024b3/detail,Noida Extension
"3 BHK Apartment In Amrapali Terrace Homes for Rent  In Plot No. Gh 05, Sector Tech Zone 4, Amrapali Dream Valley, Greater Noida, Uttar Pradesh 201318, India",Amrapali Terrace Homes,22000,1185,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-plot-no--gh-05-sector-tech-zone-4-amrapali-dream-valley-greater-noida-uttar-pradesh-201318-india-greater_noida-for-rs-22000/8aa9be679b6aa300019b6b49e3d6242c/detail,Tech Zone
2 BHK Apartment In Himalaya Pride for Rent  In Tech Zone Iv,Himalaya Pride,22000,1127,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-22000/8a9f82a29c5b64c6019c5b6c73540130/detail,Tech Zone Iv
3 BHK Apartment In Victory One Central for Rent  In Sector 12,Victory One Central,2000,1340,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-12-greater_noida-for-rs-2000/8a9fbc828290dd8a0182910e0f901c2c/detail,Sector 12
3 BHK Apartment In Ajanara Le Garden for Rent  In Techzone Sector 16,ajanara le garden,21000,1400,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-techzone-sector-16-noida-for-rs-21000/8a9fd28286533e43018653c38ea45ab4/detail,Sector 16
"3 BHK Apartment In Pristine Greens for Rent  In Post Office, Sector 1",Pristine Greens,15500,1000,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-post-office-sector-1-greater_noida-for-rs-15500/8aa9b3359c483c62019c48789d4f0f30/detail,Sector 1
"2 BHK Apartment In Supertech Ecovillage I, Noida Ext Sector 1 for Rent  In Noida Ext Sector 1","Supertech Ecovillage I, Noida Ext Sector 1",17000,890,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-ext-sector-1-greater_noida-for-rs-17000/8a9f8c838ee6949f018ee6ab5eb90873/detail,Sector 1
3 BHK Apartment In Golf Homes & Kingswood for Rent  In  Sector 4,Golf Homes & Kingswood,22000,1425,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--sector-4-noida-for-rs-22000/8a9f8803913c1a1c01913c3dcd9110cc/detail,Sector 4
3 BHK Apartment In Palm Olympia for Rent  In Sector 4,Palm Olympia,22000,1335,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-22000/8a9f85839266390f019266a42a672178/detail,Sector 4
"3 BHK Apartment In Arihant Abode, Sector 10 for Rent  In Sector 10","Arihant Abode, Sector 10",30000,1267,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-10-noida-for-rs-30000/8aa9a4259b5ed53c019b5f07ddaa151f/detail,Sector 10
3 BHK Apartment In  Royal Court for Rent  In Sector 16,Royal Court,31000,1855,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-noida-for-rs-31000/8aa99d5c9bf42d9b019bf43daf72060c/detail,Sector 16
3 BHK Apartment In Supertech Ecovillage I for Rent  In Noida Ext Sector 1,Supertech Ecovillage I,26000,1718,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-ext-sector-1-greater_noida-for-rs-26000/8a9f844391a888ec0191a8c9254a13e8/detail,Sector 1
2 BHK Apartment In Panchsheel Hynish for Rent  In Sector 1,Panchsheel Hynish,30000,463,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1--noida-for-rs-30000/8aa99f649c56df0e019c578670af37cc/detail,Sector 1
"2 BHK Apartment In Nirala Aspire Phase I for Rent  In Noida Extension, Noida",Nirala Aspire Phase I,25000,1180,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-noida-gurgaon-for-rs-25000/8a9f8483909d9a5001909db347b1039d/detail,Noida Extension
2 BHK Apartment In Rg Luxury Homes for Rent  In Sector 16b,RG Luxury Homes,22000,1230,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16b--noida-for-rs-22000/8aa9b0249c30e7a2019c31cb49ef63a5/detail,Sector 16b
"3 BHK Apartment In Amrapali Terrace Homes, Noida Extension, Greater Noida for Rent  In Noida Extension, Greater Noida","Amrapali Terrace Homes, Noida Extension, Greater Noida",19000,1185,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-greater_noida-for-rs-19000/8a9f8c95983f902601983fdfa24e1208/detail,Noida Extension
2 BHK Apartment In Panchsheel Greens 2 for Rent  In Sector 16b,Panchsheel Greens 2,23000,1075,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-23000/8a9f88838cfd2e71018cfdd258f67059/detail,Sector 16b
3 BHK Apartment In Ajnara Homes  for Rent  In  Sector 16b,ajnara homes,22000,1350,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--sector-16b--greater_noida-for-rs-22000/8a9f91c29c1ee267019c1f201e290acb/detail,Sector 16b
3 BHK Apartment In Saya Zion for Rent  In Gaur City 1,saya zion,27000,1340,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-1-greater_noida-for-rs-27000/8aa9b2289c4fd166019c50a0d4e65021/detail,Gaur City 1
2 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,18500,945,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-18500/8a9faf83951e4f1e01951eaf65f72445/detail,Sector 4
